-9.000000000000000228e-06 7.159935129566116695e-06
1.691987120603015038e+00 0.000000000000000000e+00
3.383983241206030002e+00 0.000000000000000000e+00
5.075979361809044299e+00 0.000000000000000000e+00
6.767975482412059485e+00 0.000000000000000000e+00
8.459971603015073782e+00 3.046167815632489393e-05
1.015196772361808897e+01 0.000000000000000000e+00
1.184396384422110415e+01 5.382973974902310101e-06
1.353595996482411934e+01 3.585528680484346226e-06
1.522795608542713452e+01 3.232310693675630674e-05
1.691995220603014971e+01 3.055591261426152669e-05
1.861194832663316490e+01 1.800528466798142889e-05
2.030394444723618008e+01 1.798953682339897596e-05
2.199594056783919527e+01 4.329625199528381154e-05
2.368793668844221045e+01 2.703862631716505988e-05
2.537993280904522564e+01 3.254020958098984798e-05
2.707192892964824082e+01 4.155165802232520917e-05
2.876392505025125601e+01 5.432353807296814774e-05
3.045592117085427120e+01 5.635237933035527907e-05
3.214791729145728283e+01 7.436171458371320763e-05
3.383991341206029801e+01 1.812928580973453076e-05
3.553190953266331320e+01 1.092996193054715683e-04
3.722390565326632839e+01 9.854156045560526905e-05
3.891590177386934357e+01 5.505107564454526627e-05
4.060789789447235876e+01 8.766500884565911771e-05
4.229989401507537394e+01 8.785109541203136706e-05
4.399189013567838913e+01 1.226507045163232365e-04
4.568388625628140431e+01 1.458980942702090347e-04
4.737588237688441950e+01 8.848777004168180828e-05
4.906787849748743469e+01 1.588320743318361776e-04
5.075987461809044987e+01 1.515512903586872480e-04
5.245187073869346506e+01 1.609920978750954180e-04
5.414386685929648024e+01 1.416720797760263287e-04
5.583586297989949543e+01 2.345122607768661727e-04
5.752785910050251061e+01 1.434904773150891700e-04
5.921985522110552580e+01 2.577385722740929458e-04
6.091185134170854099e+01 2.168662729915701252e-04
6.260384746231155617e+01 2.284965117426531248e-04
6.429584358291455715e+01 2.801829937593556977e-04
6.598783970351757944e+01 2.868513027912506994e-04
6.767983582412058752e+01 3.113800117901615021e-04
6.937183194472360981e+01 2.873832698557170868e-04
7.106382806532661789e+01 3.364821380563048133e-04
7.275582418592964018e+01 3.868372286252641295e-04
