-9.000000000000000228e-06 7.802592892386681233e-06
1.691987120603015038e+00 0.000000000000000000e+00
3.383983241206030002e+00 0.000000000000000000e+00
5.075979361809044299e+00 0.000000000000000000e+00
6.767975482412059485e+00 0.000000000000000000e+00
8.459971603015073782e+00 3.315740786019497310e-05
1.015196772361808897e+01 0.000000000000000000e+00
1.184396384422110415e+01 5.849876928625314288e-06
1.353595996482411934e+01 3.901311134602763226e-06
1.522795608542713452e+01 3.509919970974756994e-05
1.691995220603014971e+01 3.314671894421137866e-05
1.861194832663316490e+01 1.949051056692368476e-05
2.030394444723618008e+01 1.950001191946527541e-05
2.199594056783919527e+01 4.676813398666972415e-05
2.368793668844221045e+01 2.924204227560912582e-05
2.537993280904522564e+01 3.506355985364587106e-05
2.707192892964824082e+01 4.482883767361050143e-05
2.876392505025125601e+01 5.844518243944863973e-05
3.045592117085427120e+01 6.034995238571875175e-05
3.214791729145728283e+01 7.985314679505444726e-05
3.383991341206029801e+01 1.948373630850980912e-05
3.553190953266331320e+01 1.168129042663592260e-04
3.722390565326632839e+01 1.050755732846420001e-04
3.891590177386934357e+01 5.835629112951607866e-05
4.060789789447235876e+01 9.344079052048004938e-05
4.229989401507537394e+01 9.337407078075497281e-05
4.399189013567838913e+01 1.296387075573428565e-04
4.568388625628140431e+01 1.542772099438935419e-04
4.737588237688441950e+01 9.331666923942734295e-05
4.906787849748743469e+01 1.671372218791087098e-04
5.075987461809044987e+01 1.593532843167309561e-04
5.245187073869346506e+01 1.683192498680150309e-04
5.414386685929648024e+01 1.475942717048182547e-04
5.583586297989949543e+01 2.453790746343816791e-04
5.752785910050251061e+01 1.495027003388440254e-04
5.921985522110552580e+01 2.671770751374176705e-04
6.091185134170854099e+01 2.252276448305257171e-04
6.260384746231155617e+01 2.365519901697099158e-04
6.429584358291455715e+01 2.898319579725388033e-04
6.598783970351757944e+01 2.948913514504722193e-04
6.767983582412058752e+01 3.212602638954315730e-04
6.937183194472360981e+01 2.948651158187810014e-04
7.106382806532661789e+01 3.430585929788961094e-04
7.275582418592964018e+01 3.956363776142255784e-04
7.444782030653264826e+01 3.937368090623236463e-04
7.613981642713567055e+01 4.264693608237294688e-04
7.783181254773867863e+01 4.169763754736860516e-04
7.952380866834170092e+01 4.964020711388331683e-04
8.121580478894470900e+01 4.978574476525901137e-04
8.290780090954773129e+01 4.852146702742743769e-04
8.459979703015073937e+01 5.556241403738900343e-04
8.629179315075376167e+01 6.715483603015370883e-04
8.798378927135676975e+01 5.584878726817267764e-04
8.967578539195979204e+01 6.722459109021914833e-04
9.136778151256280012e+01 7.834077267079129917e-04
9.305977763316582241e+01 7.039849908634569862e-04
9.475177375376883049e+01 8.467631469092921827e-04
9.644376987437185278e+01 7.886838091886165959e-04
9.813576599497486086e+01 9.163992972424968167e-04
9.982776211557788315e+01 9.755588736142365748e-04
1.015197582361808912e+02 1.048241844735930397e-03
1.032117543567839135e+02 1.073970974619100098e-03
1.049037504773869216e+02 1.162419569344620967e-03
1.065957465979899439e+02 1.382796348924775947e-03
1.082877427185929520e+02 1.091481075988217069e-03
1.099797388391959601e+02 1.665175646204372206e-03
1.116717349597989823e+02 1.580191908464557591e-03
1.133637310804019904e+02 1.835218224895616458e-03
1.150557272010050127e+02 2.233583509258870673e-03
1.167477233216080208e+02 2.337728434578690163e-03
1.184397194422110431e+02 2.312207832107331541e-03
1.201317155628140512e+02 2.582567961656428990e-03
1.218237116834170735e+02 2.369352143207829192e-03
1.235157078040200815e+02 2.711565830425244177e-03
1.252077039246231038e+02 2.753771822367463533e-03
1.268997000452261119e+02 2.818040637330496926e-03
1.285916961658291200e+02 2.646383775015077704e-03
1.302836922864321423e+02 3.078394203675906358e-03
